🏻 => 🏻, faʻahinga 1–2, hinehina, kili
🏼 => 🏼, faʻahinga 3, kelokelo, kili
🏽 => 🏽, faʻahinga 4, kili, melomelo
🏾 => 🏾, faʻahinga 5, ʻuliʻuli, kili, kili melomelo-ʻuliʻuli, melomelo
🏿 => 🏿, faʻahinga 6, ʻuliʻuli, kili
♪ => ♪, nota vaevalu, tuʻungafasi
♭ => ♭, falati, tuʻungafasi
♯ => ♯, saapa, tuʻungafasi
😀 => 😀, mata fiefia
🧑🏽‍🦰 => 🧑🏽‍🦰, ʻulu kulokula, kakai lalahi, kili melomelo
🧑🏾‍🦰 => 🧑🏾‍🦰, ʻulu kulokula, kakai lalahi, kili melomelo-ʻuliʻuli
🧑🏿‍🦰 => 🧑🏿‍🦰, ʻulu kulokula, kakai lalahi, kili ʻuliʻuli
🧑‍🦱 => 🧑‍🦱, ʻulu mingimingi, kakai lalahi
🧑🏻‍🦱 => 🧑🏻‍🦱, ʻulu mingimingi, kakai lalahi, kili hinehina
🧑🏼‍🦱 => 🧑🏼‍🦱, ʻulu mingimingi, kakai lalahi, kili kelokelo
🧑🏽‍🦱 => 🧑🏽‍🦱, ʻulu mingimingi, kakai lalahi, kili melomelo
🧑🏾‍🦱 => 🧑🏾‍🦱, ʻulu mingimingi, kakai lalahi, kili melomelo-ʻuliʻuli
🧑🏿‍🦱 => 🧑🏿‍🦱, ʻulu mingimingi, kakai lalahi, kili ʻuliʻuli
🧑‍🦳 => 🧑‍🦳, ʻulu hinā, kakai lalahi
🧑🏻‍🦳 => 🧑🏻‍🦳, ʻulu hinā, kakai lalahi, kili hinehina
🧑🏼‍🦳 => 🧑🏼‍🦳, ʻulu hinā, kakai lalahi, kili kelokelo
🧑🏽‍🦳 => 🧑🏽‍🦳, ʻulu hinā, kakai lalahi, kili melomelo
🧑🏾‍🦳 => 🧑🏾‍🦳, ʻulu hinā, kakai lalahi, kili melomelo-ʻuliʻuli
🧑🏿‍🦳 => 🧑🏿‍🦳, ʻulu hinā, kakai lalahi, kili ʻuliʻuli
🧑‍🦲 => 🧑‍🦲, ʻulu tula, kakai lalahi
🧑🏻‍🦲 => 🧑🏻‍🦲, ʻulu tula, kakai lalahi, kili hinehina
🧑🏼‍🦲 => 🧑🏼‍🦲, ʻulu tula, kakai lalahi, kili kelokelo
🧑🏽‍🦲 => 🧑🏽‍🦲, ʻulu tula, kakai lalahi, kili melomelo
🧑🏾‍🦲 => 🧑🏾‍🦲, ʻulu tula, kakai lalahi, kili melomelo-ʻuliʻuli
🧑🏿‍🦲 => 🧑🏿‍🦲, ʻulu tula, kakai lalahi, kili ʻuliʻuli
👨🏻 => 👨🏻, kili hinehina, tangata
👨🏼 => 👨🏼, kili kelokelo, tangata
👨🏽 => 👨🏽, kili melomelo, tangata
👨🏾 => 👨🏾, kili melomelo-ʻuliʻuli, tangata
👨🏿 => 👨🏿, kili ʻuliʻuli, tangata
🧔🏻 => 🧔🏻, kava, kili hinehina, tokotaha
🧔🏼 => 🧔🏼, kava, kili kelokelo, tokotaha
🧔🏽 => 🧔🏽, kava, kili melomelo, tokotaha
🧔🏾 => 🧔🏾, kava, kili melomelo-ʻuliʻuli, tokotaha
🧔🏿 => 🧔🏿, kava, kili ʻuliʻuli, tokotaha
🧔🏻‍♂ => 🧔🏻‍♂, kava, kili hinehina, tangata
🧔🏼‍♂ => 🧔🏼‍♂, kava, kili kelokelo, tangata
🧔🏽‍♂ => 🧔🏽‍♂, kava, kili melomelo, tangata
🧔🏾‍♂ => 🧔🏾‍♂, kava, kili melomelo-ʻuliʻuli, tangata
🧔🏿‍♂ => 🧔🏿‍♂, kava, kili ʻuliʻuli, tangata
👱🏻‍♂ => 👱🏻‍♂, kili hinehina, tangata ʻulu kelo
👱🏼‍♂ => 👱🏼‍♂, kili kelokelo, tangata ʻulu kelo
👱🏽‍♂ => 👱🏽‍♂, kili melomelo, tangata ʻulu kelo
👱🏾‍♂ => 👱🏾‍♂, kili melomelo-ʻuliʻuli, tangata ʻulu kelo
👱🏿‍♂ => 👱🏿‍♂, kili ʻuliʻuli, tangata ʻulu kelo
👨🏻‍❤‍💋‍👨🏻 => 👨🏻‍❤‍💋‍👨🏻, ʻuma, kili hinehina, tangata
👨🏻‍❤‍💋‍👨🏼 => 👨🏻‍❤‍💋‍👨🏼, ʻuma, kili hinehina, kili kelokelo, tangata
👨🏻‍❤‍💋‍👨🏽 => 👨🏻‍❤‍💋‍👨🏽, ʻuma, kili hinehina, kili melomelo, tangata
👨🏻‍❤‍💋‍👨🏾 => 👨🏻‍❤‍💋‍👨🏾, ʻuma, kili hinehina, kili melomelo-ʻuliʻuli, tangata
👨🏻‍❤‍💋‍👨🏿 => 👨🏻‍❤‍💋‍👨🏿, ʻuma, kili hinehina, kili ʻuliʻuli, tangata
👨🏼‍❤‍💋‍👨🏻 => 👨🏼‍❤‍💋‍👨🏻, ʻuma, kili hinehina, kili kelokelo, tangata
👨🏼‍❤‍💋‍👨🏼 => 👨🏼‍❤‍💋‍👨🏼, ʻuma, kili kelokelo, tangata
👨🏼‍❤‍💋‍👨🏽 => 👨🏼‍❤‍💋‍👨🏽, ʻuma, kili kelokelo, kili melomelo, tangata
👨🏼‍❤‍💋‍👨🏾 => 👨🏼‍❤‍💋‍👨🏾, ʻuma, kili kelokelo, kili melomelo-ʻuliʻuli, tangata
👨🏼‍❤‍💋‍👨🏿 => 👨🏼‍❤‍💋‍👨🏿, ʻuma, kili ʻuliʻuli, kili kelokelo, tangata
👨🏽‍❤‍💋‍👨🏻 => 👨🏽‍❤‍💋‍👨🏻, ʻuma, kili hinehina, kili melomelo, tangata
👨🏽‍❤‍💋‍👨🏼 => 👨🏽‍❤‍💋‍👨🏼, ʻuma, kili kelokelo, kili melomelo, tangata
👨🏽‍❤‍💋‍👨🏽 => 👨🏽‍❤‍💋‍👨🏽, ʻuma, kili melomelo, tangata
👨🏽‍❤‍💋‍👨🏾 => 👨🏽‍❤‍💋‍👨🏾, ʻuma, kili melomelo, kili melomelo-ʻuliʻuli, tangata
👨🏽‍❤‍💋‍👨🏿 => 👨🏽‍❤‍💋‍👨🏿, ʻuma, kili ʻuliʻuli, kili melomelo, tangata
👨🏾‍❤‍💋‍👨🏻 => 👨🏾‍❤‍💋‍👨🏻, ʻuma, kili hinehina, kili melomelo-ʻuliʻuli, tangata
👨🏾‍❤‍💋‍👨🏼 => 👨🏾‍❤‍💋‍👨🏼, ʻuma, kili kelokelo, kili melomelo-ʻuliʻuli, tangata
👨🏾‍❤‍💋‍👨🏽 => 👨🏾‍❤‍💋‍👨🏽, ʻuma, kili melomelo, kili melomelo-ʻuliʻuli, tangata
👨🏾‍❤‍💋‍👨🏾 => 👨🏾‍❤‍💋‍👨🏾, ʻuma, kili melomelo-ʻuliʻuli, tangata
👨🏾‍❤‍💋‍👨🏿 => 👨🏾‍❤‍💋‍👨🏿, ʻuma, kili ʻuliʻuli, kili melomelo-ʻuliʻuli, tangata
👨🏿‍❤‍💋‍👨🏻 => 👨🏿‍❤‍💋‍👨🏻, ʻuma, kili hinehina, kili ʻuliʻuli, tangata
👨🏿‍❤‍💋‍👨🏼 => 👨🏿‍❤‍💋‍👨🏼, ʻuma, kili ʻuliʻuli, kili kelokelo, tangata
👨🏿‍❤‍💋‍👨🏽 => 👨🏿‍❤‍💋‍👨🏽, ʻuma, kili ʻuliʻuli, kili melomelo, tangata
👨🏿‍❤‍💋‍👨🏾 => 👨🏿‍❤‍💋‍👨🏾, ʻuma, kili ʻuliʻuli, kili melomelo-ʻuliʻuli, tangata
👨🏿‍❤‍💋‍👨🏿 => 👨🏿‍❤‍💋‍👨🏿, ʻuma, kili ʻuliʻuli, tangata
👨🏻‍❤‍👨🏻 => 👨🏻‍❤‍👨🏻, kili hinehina, ongo tokoua moe mafu, tangata
👨🏻‍❤‍👨🏼 => 👨🏻‍❤‍👨🏼, kili hinehina, kili kelokelo, ongo tokoua moe mafu, tangata
👨🏻‍❤‍👨🏽 => 👨🏻‍❤‍👨🏽, kili hinehina, kili melomelo, ongo tokoua moe mafu, tangata
👨🏻‍❤‍👨🏾 => 👨🏻‍❤‍👨🏾, kili hinehina, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu, tangata
👨🏻‍❤‍👨🏿 => 👨🏻‍❤‍👨🏿, kili hinehina, kili ʻuliʻuli, ongo tokoua moe mafu, tangata
👨🏼‍❤‍👨🏻 => 👨🏼‍❤‍👨🏻, kili hinehina, kili kelokelo, ongo tokoua moe mafu, tangata
👨🏼‍❤‍👨🏼 => 👨🏼‍❤‍👨🏼, kili kelokelo, ongo tokoua moe mafu, tangata
👨🏼‍❤‍👨🏽 => 👨🏼‍❤‍👨🏽, kili kelokelo, kili melomelo, ongo tokoua moe mafu, tangata
👨🏼‍❤‍👨🏾 => 👨🏼‍❤‍👨🏾, kili kelokelo, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu, tangata
👨🏼‍❤‍👨🏿 => 👨🏼‍❤‍👨🏿, kili ʻuliʻuli, kili kelokelo, ongo tokoua moe mafu, tangata
👨🏽‍❤‍👨🏻 => 👨🏽‍❤‍👨🏻, kili hinehina, kili melomelo, ongo tokoua moe mafu, tangata
👨🏽‍❤‍👨🏼 => 👨🏽‍❤‍👨🏼, kili kelokelo, kili melomelo, ongo tokoua moe mafu, tangata
👨🏽‍❤‍👨🏽 => 👨🏽‍❤‍👨🏽, kili melomelo, ongo tokoua moe mafu, tangata
👨🏽‍❤‍👨🏾 => 👨🏽‍❤‍👨🏾, kili melomelo, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu, tangata
👨🏽‍❤‍👨🏿 => 👨🏽‍❤‍👨🏿, kili ʻuliʻuli, kili melomelo, ongo tokoua moe mafu, tangata
👨🏾‍❤‍👨🏻 => 👨🏾‍❤‍👨🏻, kili hinehina, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu, tangata
👨🏾‍❤‍👨🏼 => 👨🏾‍❤‍👨🏼, kili kelokelo, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu, tangata
👨🏾‍❤‍👨🏽 => 👨🏾‍❤‍👨🏽, kili melomelo, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu, tangata
👨🏾‍❤‍👨🏾 => 👨🏾‍❤‍👨🏾, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu, tangata
👨🏾‍❤‍👨🏿 => 👨🏾‍❤‍👨🏿, kili ʻuliʻuli, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu, tangata
👨🏿‍❤‍👨🏻 => 👨🏿‍❤‍👨🏻, kili hinehina, kili ʻuliʻuli, ongo tokoua moe mafu, tangata
👨🏿‍❤‍👨🏼 => 👨🏿‍❤‍👨🏼, kili ʻuliʻuli, kili kelokelo, ongo tokoua moe mafu, tangata
👨🏿‍❤‍👨🏽 => 👨🏿‍❤‍👨🏽, kili ʻuliʻuli, kili melomelo, ongo tokoua moe mafu, tangata
👨🏿‍❤‍👨🏾 => 👨🏿‍❤‍👨🏾, kili ʻuliʻuli, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu, tangata
👨🏿‍❤‍👨🏿 => 👨🏿‍❤‍👨🏿, kili ʻuliʻuli, ongo tokoua moe mafu, tangata
👨‍🦰 => 👨‍🦰, ʻulu kulokula, tangata
👨🏻‍🦰 => 👨🏻‍🦰, ʻulu kulokula, kili hinehina, tangata
👨🏼‍🦰 => 👨🏼‍🦰, ʻulu kulokula, kili kelokelo, tangata
👨🏽‍🦰 => 👨🏽‍🦰, ʻulu kulokula, kili melomelo, tangata
👨🏾‍🦰 => 👨🏾‍🦰, ʻulu kulokula, kili melomelo-ʻuliʻuli, tangata
👨🏿‍🦰 => 👨🏿‍🦰, ʻulu kulokula, kili ʻuliʻuli, tangata
👨‍🦱 => 👨‍🦱, ʻulu mingimingi, tangata
👨🏻‍🦱 => 👨🏻‍🦱, ʻulu mingimingi, kili hinehina, tangata
👨🏼‍🦱 => 👨🏼‍🦱, ʻulu mingimingi, kili kelokelo, tangata
👨🏽‍🦱 => 👨🏽‍🦱, ʻulu mingimingi, kili melomelo, tangata
👨🏾‍🦱 => 👨🏾‍🦱, ʻulu mingimingi, kili melomelo-ʻuliʻuli, tangata
👨🏿‍🦱 => 👨🏿‍🦱, ʻulu mingimingi, kili ʻuliʻuli, tangata
👨‍🦳 => 👨‍🦳, ʻulu hinā, tangata
👨🏻‍🦳 => 👨🏻‍🦳, ʻulu hinā, kili hinehina, tangata
👨🏼‍🦳 => 👨🏼‍🦳, ʻulu hinā, kili kelokelo, tangata
👨🏽‍🦳 => 👨🏽‍🦳, ʻulu hinā, kili melomelo, tangata
👨🏾‍🦳 => 👨🏾‍🦳, ʻulu hinā, kili melomelo-ʻuliʻuli, tangata
👨🏿‍🦳 => 👨🏿‍🦳, ʻulu hinā, kili ʻuliʻuli, tangata
👨‍🦲 => 👨‍🦲, ʻulu tula, tangata
👨🏻‍🦲 => 👨🏻‍🦲, ʻulu tula, kili hinehina, tangata
👨🏼‍🦲 => 👨🏼‍🦲, ʻulu tula, kili kelokelo, tangata
👨🏽‍🦲 => 👨🏽‍🦲, ʻulu tula, kili melomelo, tangata
👨🏾‍🦲 => 👨🏾‍🦲, ʻulu tula, kili melomelo-ʻuliʻuli, tangata
👨🏿‍🦲 => 👨🏿‍🦲, ʻulu tula, kili ʻuliʻuli, tangata
👩🏻 => 👩🏻, fefine, kili hinehina
👩🏼 => 👩🏼, fefine, kili kelokelo
👩🏽 => 👩🏽, fefine, kili melomelo
👩🏾 => 👩🏾, fefine, kili melomelo-ʻuliʻuli
👩🏿 => 👩🏿, fefine, kili ʻuliʻuli
🧔🏻‍♀ => 🧔🏻‍♀, fefine kava, kili hinehina
🧔🏼‍♀ => 🧔🏼‍♀, fefine kava, kili kelokelo
🧔🏽‍♀ => 🧔🏽‍♀, fefine kava, kili melomelo
🧔🏾‍♀ => 🧔🏾‍♀, fefine kava, kili melomelo-ʻuliʻuli
🧔🏿‍♀ => 🧔🏿‍♀, fefine kava, kili ʻuliʻuli
👱🏻‍♀ => 👱🏻‍♀, fefine ʻulu kelo, kili hinehina
👱🏼‍♀ => 👱🏼‍♀, fefine ʻulu kelo, kili kelokelo
👱🏽‍♀ => 👱🏽‍♀, fefine ʻulu kelo, kili melomelo
👱🏾‍♀ => 👱🏾‍♀, fefine ʻulu kelo, kili melomelo-ʻuliʻuli
👱🏿‍♀ => 👱🏿‍♀, fefine ʻulu kelo, kili ʻuliʻuli
👩🏻‍❤‍💋‍👨🏻 => 👩🏻‍❤‍💋‍👨🏻, fefine, ʻuma, kili hinehina, tangata
👩🏻‍❤‍💋‍👨🏼 => 👩🏻‍❤‍💋‍👨🏼, fefine, ʻuma, kili hinehina, kili kelokelo, tangata
👩🏻‍❤‍💋‍👨🏽 => 👩🏻‍❤‍💋‍👨🏽, fefine, ʻuma, kili hinehina, kili melomelo, tangata
👩🏻‍❤‍💋‍👨🏾 => 👩🏻‍❤‍💋‍👨🏾, fefine, ʻuma, kili hinehina, kili melomelo-ʻuliʻuli, tangata
👩🏻‍❤‍💋‍👨🏿 => 👩🏻‍❤‍💋‍👨🏿, fefine, ʻuma, kili hinehina, kili ʻuliʻuli, tangata
👩🏼‍❤‍💋‍👨🏻 => 👩🏼‍❤‍💋‍👨🏻, fefine, ʻuma, kili hinehina, kili kelokelo, tangata
👩🏼‍❤‍💋‍👨🏼 => 👩🏼‍❤‍💋‍👨🏼, fefine, ʻuma, kili kelokelo, tangata
👩🏼‍❤‍💋‍👨🏽 => 👩🏼‍❤‍💋‍👨🏽, fefine, ʻuma, kili kelokelo, kili melomelo, tangata
👩🏼‍❤‍💋‍👨🏾 => 👩🏼‍❤‍💋‍👨🏾, fefine, ʻuma, kili kelokelo, kili melomelo-ʻuliʻuli, tangata
👩🏼‍❤‍💋‍👨🏿 => 👩🏼‍❤‍💋‍👨🏿, fefine, ʻuma, kili ʻuliʻuli, kili kelokelo, tangata
👩🏽‍❤‍💋‍👨🏻 => 👩🏽‍❤‍💋‍👨🏻, fefine, ʻuma, kili hinehina, kili melomelo, tangata
👩🏽‍❤‍💋‍👨🏼 => 👩🏽‍❤‍💋‍👨🏼, fefine, ʻuma, kili kelokelo, kili melomelo, tangata
👩🏽‍❤‍💋‍👨🏽 => 👩🏽‍❤‍💋‍👨🏽, fefine, ʻuma, kili melomelo, tangata
👩🏽‍❤‍💋‍👨🏾 => 👩🏽‍❤‍💋‍👨🏾, fefine, ʻuma, kili melomelo, kili melomelo-ʻuliʻuli, tangata
👩🏽‍❤‍💋‍👨🏿 => 👩🏽‍❤‍💋‍👨🏿, fefine, ʻuma, kili ʻuliʻuli, kili melomelo, tangata
👩🏾‍❤‍💋‍👨🏻 => 👩🏾‍❤‍💋‍👨🏻, fefine, ʻuma, kili hinehina, kili melomelo-ʻuliʻuli, tangata
👩🏾‍❤‍💋‍👨🏼 => 👩🏾‍❤‍💋‍👨🏼, fefine, ʻuma, kili kelokelo, kili melomelo-ʻuliʻuli, tangata
👩🏾‍❤‍💋‍👨🏽 => 👩🏾‍❤‍💋‍👨🏽, fefine, ʻuma, kili melomelo, kili melomelo-ʻuliʻuli, tangata
👩🏾‍❤‍💋‍👨🏾 => 👩🏾‍❤‍💋‍👨🏾, fefine, ʻuma, kili melomelo-ʻuliʻuli, tangata
👩🏾‍❤‍💋‍👨🏿 => 👩🏾‍❤‍💋‍👨🏿, fefine, ʻuma, kili ʻuliʻuli, kili melomelo-ʻuliʻuli, tangata
👩🏿‍❤‍💋‍👨🏻 => 👩🏿‍❤‍💋‍👨🏻, fefine, ʻuma, kili hinehina, kili ʻuliʻuli, tangata
👩🏿‍❤‍💋‍👨🏼 => 👩🏿‍❤‍💋‍👨🏼, fefine, ʻuma, kili ʻuliʻuli, kili kelokelo, tangata
👩🏿‍❤‍💋‍👨🏽 => 👩🏿‍❤‍💋‍👨🏽, fefine, ʻuma, kili ʻuliʻuli, kili melomelo, tangata
👩🏿‍❤‍💋‍👨🏾 => 👩🏿‍❤‍💋‍👨🏾, fefine, ʻuma, kili ʻuliʻuli, kili melomelo-ʻuliʻuli, tangata
👩🏿‍❤‍💋‍👨🏿 => 👩🏿‍❤‍💋‍👨🏿, fefine, ʻuma, kili ʻuliʻuli, tangata
👩🏻‍❤‍💋‍👩🏻 => 👩🏻‍❤‍💋‍👩🏻, fefine, ʻuma, kili hinehina
👩🏻‍❤‍💋‍👩🏼 => 👩🏻‍❤‍💋‍👩🏼, fefine, ʻuma, kili hinehina, kili kelokelo
👩🏻‍❤‍💋‍👩🏽 => 👩🏻‍❤‍💋‍👩🏽, fefine, ʻuma, kili hinehina, kili melomelo
👩🏻‍❤‍💋‍👩🏾 => 👩🏻‍❤‍💋‍👩🏾, fefine, ʻuma, kili hinehina, kili melomelo-ʻuliʻuli
👩🏻‍❤‍💋‍👩🏿 => 👩🏻‍❤‍💋‍👩🏿, fefine, ʻuma, kili hinehina, kili ʻuliʻuli
👩🏼‍❤‍💋‍👩🏻 => 👩🏼‍❤‍💋‍👩🏻, fefine, ʻuma, kili hinehina, kili kelokelo
👩🏼‍❤‍💋‍👩🏼 => 👩🏼‍❤‍💋‍👩🏼, fefine, ʻuma, kili kelokelo
👩🏼‍❤‍💋‍👩🏽 => 👩🏼‍❤‍💋‍👩🏽, fefine, ʻuma, kili kelokelo, kili melomelo
👩🏼‍❤‍💋‍👩🏾 => 👩🏼‍❤‍💋‍👩🏾, fefine, ʻuma, kili kelokelo, kili melomelo-ʻuliʻuli
👩🏼‍❤‍💋‍👩🏿 => 👩🏼‍❤‍💋‍👩🏿, fefine, ʻuma, kili ʻuliʻuli, kili kelokelo
👩🏽‍❤‍💋‍👩🏻 => 👩🏽‍❤‍💋‍👩🏻, fefine, ʻuma, kili hinehina, kili melomelo
👩🏽‍❤‍💋‍👩🏼 => 👩🏽‍❤‍💋‍👩🏼, fefine, ʻuma, kili kelokelo, kili melomelo
👩🏽‍❤‍💋‍👩🏽 => 👩🏽‍❤‍💋‍👩🏽, fefine, ʻuma, kili melomelo
👩🏽‍❤‍💋‍👩🏾 => 👩🏽‍❤‍💋‍👩🏾, fefine, ʻuma, kili melomelo, kili melomelo-ʻuliʻuli
👩🏽‍❤‍💋‍👩🏿 => 👩🏽‍❤‍💋‍👩🏿, fefine, ʻuma, kili ʻuliʻuli, kili melomelo
👩🏾‍❤‍💋‍👩🏻 => 👩🏾‍❤‍💋‍👩🏻, fefine, ʻuma, kili hinehina, kili melomelo-ʻuliʻuli
👩🏾‍❤‍💋‍👩🏼 => 👩🏾‍❤‍💋‍👩🏼, fefine, ʻuma, kili kelokelo, kili melomelo-ʻuliʻuli
👩🏾‍❤‍💋‍👩🏽 => 👩🏾‍❤‍💋‍👩🏽, fefine, ʻuma, kili melomelo, kili melomelo-ʻuliʻuli
👩🏾‍❤‍💋‍👩🏾 => 👩🏾‍❤‍💋‍👩🏾, fefine, ʻuma, kili melomelo-ʻuliʻuli
👩🏾‍❤‍💋‍👩🏿 => 👩🏾‍❤‍💋‍👩🏿, fefine, ʻuma, kili ʻuliʻuli, kili melomelo-ʻuliʻuli
👩🏿‍❤‍💋‍👩🏻 => 👩🏿‍❤‍💋‍👩🏻, fefine, ʻuma, kili hinehina, kili ʻuliʻuli
👩🏿‍❤‍💋‍👩🏼 => 👩🏿‍❤‍💋‍👩🏼, fefine, ʻuma, kili ʻuliʻuli, kili kelokelo
👩🏿‍❤‍💋‍👩🏽 => 👩🏿‍❤‍💋‍👩🏽, fefine, ʻuma, kili ʻuliʻuli, kili melomelo
👩🏿‍❤‍💋‍👩🏾 => 👩🏿‍❤‍💋‍👩🏾, fefine, ʻuma, kili ʻuliʻuli, kili melomelo-ʻuliʻuli
👩🏿‍❤‍💋‍👩🏿 => 👩🏿‍❤‍💋‍👩🏿, fefine, ʻuma, kili ʻuliʻuli
👩🏻‍❤‍👨🏻 => 👩🏻‍❤‍👨🏻, fefine, kili hinehina, ongo tokoua moe mafu, tangata
👩🏻‍❤‍👨🏼 => 👩🏻‍❤‍👨🏼, fefine, kili hinehina, kili kelokelo, ongo tokoua moe mafu, tangata
👩🏻‍❤‍👨🏽 => 👩🏻‍❤‍👨🏽, fefine, kili hinehina, kili melomelo, ongo tokoua moe mafu, tangata
👩🏻‍❤‍👨🏾 => 👩🏻‍❤‍👨🏾, fefine, kili hinehina, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu, tangata
👩🏻‍❤‍👨🏿 => 👩🏻‍❤‍👨🏿, fefine, kili hinehina, kili ʻuliʻuli, ongo tokoua moe mafu, tangata
👩🏼‍❤‍👨🏻 => 👩🏼‍❤‍👨🏻, fefine, kili hinehina, kili kelokelo, ongo tokoua moe mafu, tangata
👩🏼‍❤‍👨🏼 => 👩🏼‍❤‍👨🏼, fefine, kili kelokelo, ongo tokoua moe mafu, tangata
👩🏼‍❤‍👨🏽 => 👩🏼‍❤‍👨🏽, fefine, kili kelokelo, kili melomelo, ongo tokoua moe mafu, tangata
👩🏼‍❤‍👨🏾 => 👩🏼‍❤‍👨🏾, fefine, kili kelokelo, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu, tangata
👩🏼‍❤‍👨🏿 => 👩🏼‍❤‍👨🏿, fefine, kili ʻuliʻuli, kili kelokelo, ongo tokoua moe mafu, tangata
👩🏽‍❤‍👨🏻 => 👩🏽‍❤‍👨🏻, fefine, kili hinehina, kili melomelo, ongo tokoua moe mafu, tangata
👩🏽‍❤‍👨🏼 => 👩🏽‍❤‍👨🏼, fefine, kili kelokelo, kili melomelo, ongo tokoua moe mafu, tangata
👩🏽‍❤‍👨🏽 => 👩🏽‍❤‍👨🏽, fefine, kili melomelo, ongo tokoua moe mafu, tangata
👩🏽‍❤‍👨🏾 => 👩🏽‍❤‍👨🏾, fefine, kili melomelo, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu, tangata
👩🏽‍❤‍👨🏿 => 👩🏽‍❤‍👨🏿, fefine, kili ʻuliʻuli, kili melomelo, ongo tokoua moe mafu, tangata
👩🏾‍❤‍👨🏻 => 👩🏾‍❤‍👨🏻, fefine, kili hinehina, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu, tangata
👩🏾‍❤‍👨🏼 => 👩🏾‍❤‍👨🏼, fefine, kili kelokelo, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu, tangata
👩🏾‍❤‍👨🏽 => 👩🏾‍❤‍👨🏽, fefine, kili melomelo, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu, tangata
👩🏾‍❤‍👨🏾 => 👩🏾‍❤‍👨🏾, fefine, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu, tangata
👩🏾‍❤‍👨🏿 => 👩🏾‍❤‍👨🏿, fefine, kili ʻuliʻuli, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu, tangata
👩🏿‍❤‍👨🏻 => 👩🏿‍❤‍👨🏻, fefine, kili hinehina, kili ʻuliʻuli, ongo tokoua moe mafu, tangata
👩🏿‍❤‍👨🏼 => 👩🏿‍❤‍👨🏼, fefine, kili ʻuliʻuli, kili kelokelo, ongo tokoua moe mafu, tangata
👩🏿‍❤‍👨🏽 => 👩🏿‍❤‍👨🏽, fefine, kili ʻuliʻuli, kili melomelo, ongo tokoua moe mafu, tangata
👩🏿‍❤‍👨🏾 => 👩🏿‍❤‍👨🏾, fefine, kili ʻuliʻuli, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu, tangata
👩🏿‍❤‍👨🏿 => 👩🏿‍❤‍👨🏿, fefine, kili ʻuliʻuli, ongo tokoua moe mafu, tangata
👩🏻‍❤‍👩🏻 => 👩🏻‍❤‍👩🏻, fefine, kili hinehina, ongo tokoua moe mafu
👩🏻‍❤‍👩🏼 => 👩🏻‍❤‍👩🏼, fefine, kili hinehina, kili kelokelo, ongo tokoua moe mafu
👩🏻‍❤‍👩🏽 => 👩🏻‍❤‍👩🏽, fefine, kili hinehina, kili melomelo, ongo tokoua moe mafu
👩🏻‍❤‍👩🏾 => 👩🏻‍❤‍👩🏾, fefine, kili hinehina, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu
👩🏻‍❤‍👩🏿 => 👩🏻‍❤‍👩🏿, fefine, kili hinehina, kili ʻuliʻuli, ongo tokoua moe mafu
👩🏼‍❤‍👩🏻 => 👩🏼‍❤‍👩🏻, fefine, kili hinehina, kili kelokelo, ongo tokoua moe mafu
👩🏼‍❤‍👩🏼 => 👩🏼‍❤‍👩🏼, fefine, kili kelokelo, ongo tokoua moe mafu
👩🏼‍❤‍👩🏽 => 👩🏼‍❤‍👩🏽, fefine, kili kelokelo, kili melomelo, ongo tokoua moe mafu
👩🏼‍❤‍👩🏾 => 👩🏼‍❤‍👩🏾, fefine, kili kelokelo, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu
👩🏼‍❤‍👩🏿 => 👩🏼‍❤‍👩🏿, fefine, kili ʻuliʻuli, kili kelokelo, ongo tokoua moe mafu
👩🏽‍❤‍👩🏻 => 👩🏽‍❤‍👩🏻, fefine, kili hinehina, kili melomelo, ongo tokoua moe mafu
👩🏽‍❤‍👩🏼 => 👩🏽‍❤‍👩🏼, fefine, kili kelokelo, kili melomelo, ongo tokoua moe mafu
👩🏽‍❤‍👩🏽 => 👩🏽‍❤‍👩🏽, fefine, kili melomelo, ongo tokoua moe mafu
👩🏽‍❤‍👩🏾 => 👩🏽‍❤‍👩🏾, fefine, kili melomelo, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu
👩🏽‍❤‍👩🏿 => 👩🏽‍❤‍👩🏿, fefine, kili ʻuliʻuli, kili melomelo, ongo tokoua moe mafu
